wl[micrometers],n
98.25085167,5.807375564
98.81806002,5.808369311
99.38854291,5.809352584
99.96231923,5.810325457
100.539408,5.811288005
101.1198283,5.812240306
101.7035995,5.813182436
102.2907408,5.814114474
102.8812716,5.8150365
103.4752117,5.815948594
104.0725806,5.816850837
104.6733982,5.81774331
105.2776843,5.818626095
105.885459,5.819499274
106.4967424,5.820362931
107.1115548,5.821217148
107.7299166,5.822062009
108.3518482,5.822897597
108.9773702,5.823723997
109.6065035,5.824541291
110.2392687,5.825349564
110.875687,5.826148899
111.5157793,5.826939381
112.1595669,5.827721092
112.8070712,5.828494118
113.4583135,5.82925854
114.1133155,5.830014443
114.7720988,5.830761909
115.4346854,5.831501021
116.1010971,5.832231862
116.7713561,5.832954513
117.4454844,5.833669058
118.1235046,5.834375576
118.8054391,5.835074149
119.4913103,5.835764858
120.1811412,5.836447783
120.8749545,5.837123004
121.5727732,5.837790601
122.2746205,5.838450652
122.9805196,5.839103235
123.6904939,5.83974843
124.4045669,5.840386312
125.1227623,5.841016959
